log_s,log_rs,log_rs_diff,north,south
2.675778342,1.803711336,1.704152267,1.900083465,1.942029928
2.67669361,1.804599475,1.704988892,1.900285532,1.942380134
2.677606953,1.80552066,1.705849254,1.90048897,1.942716812
2.678518379,1.80643571,1.706709591,1.900694935,1.943041632
2.679427897,1.807331216,1.707562787,1.900903889,1.943360176
2.680335513,1.808221908,1.708421137,1.901111817,1.943672667
2.681241237,1.809106986,1.709265298,1.901318661,1.943968139
2.682145076,1.810007336,1.710128787,1.901528165,1.944255366
2.683047038,1.810897114,1.710989992,1.901741765,1.944542967
2.683947131,1.811738058,1.71185866,1.901967536,1.944814924
2.684845362,1.812573392,1.712715271,1.902222765,1.945073481
2.685741739,1.813411247,1.71362909,1.902500985,1.945326862
2.686636269,1.814254639,1.714525286,1.902792204,1.945587317
2.687528961,1.815073066,1.715424363,1.903099419,1.945856419
2.688419822,1.81587284,1.71635994,1.90343372,1.94611948
2.689308859,1.81670164,1.717313148,1.903807711,1.946369817
2.69019608,1.817522014,1.718291207,1.904211209,1.946609644
2.691081492,1.818335403,1.719278419,1.904683582,1.946839348
2.691965103,1.819128454,1.720282714,1.905192068,1.947053029
2.692846919,1.8199276,1.72129123,1.905709806,1.947262135
2.693726949,1.820736571,1.722290265,1.9062236,1.9474696
2.694605199,1.821556962,1.723280204,1.906730378,1.947671711
2.695481676,1.822385939,1.724281497,1.907244148,1.947866557
2.696356389,1.82323525,1.725276219,1.907767928,1.948057644
2.697229343,1.824064521,1.726237391,1.908289042,1.948251306
2.698100546,1.82488327,1.72718311,1.908807488,1.948444696
2.698970004,1.825680748,1.72813026,1.909329189,1.94863071
2.699837726,1.82644704,1.729052966,1.909858088,1.948810667
2.700703717,1.827177746,1.729962483,1.910384698,1.948998401
2.701567985,1.827918036,1.730875039,1.910926742,1.949222459
2.702430536,1.828635009,1.731767417,1.911482234,1.94945636
2.703291378,1.829330917,1.732666111,1.912037467,1.949713862
2.704150517,1.830029709,1.733568988,1.912606694,1.949999865
2.705007959,1.830719119,1.734496251,1.913206902,1.95031383
2.705863712,1.831446036,1.73542691,1.913827319,1.950666554
2.706717782,1.83215082,1.73634915,1.914473472,1.9510476
2.707570176,1.832843391,1.73726834,1.915134021,1.951447282
2.7084209,1.833557989,1.738194389,1.915803392,1.951861618
2.709269961,1.834258905,1.739086592,1.916496637,1.952298511
2.710117365,1.834953794,1.739962516,1.917212146,1.952742975
2.710963119,1.835654975,1.74081567,1.917933277,1.953200824
2.711807229,1.83637265,1.74167264,1.918662817,1.953681171
2.712649702,1.837085006,1.742528742,1.919416642,1.954179457
2.713490543,1.837807596,1.743374686,1.920187264,1.954681468
2.71432976,1.838540082,1.744217309,1.920969413,1.955194178
2.715167358,1.839287132,1.74503678,1.921745578,1.955719132
2.716003344,1.840031646,1.745872642,1.922530443,1.956253904
2.716837723,1.84078165,1.746725684,1.923341932,1.956797423
2.717670503,1.841530101,1.747539328,1.924161985,1.9573505
2.718501689,1.84224039,1.748356644,1.924989138,1.957903914
2.719331287,1.842943707,1.749184411,1.925812794,1.95845355
2.720159303,1.84366863,1.74999628,1.926628398,1.959006569
2.720985744,1.844404608,1.75080768,1.927443459,1.959554647
2.721810615,1.845121797,1.751646059,1.92825709,1.960105544
2.722633923,1.845831748,1.752456975,1.929059754,1.960668266
2.723455672,1.846569277,1.753263732,1.929851388,1.961234676
2.72427587,1.847301907,1.754074793,1.930641537,1.961811134
2.725094521,1.848027774,1.754901348,1.931442099,1.962380799
2.725911632,1.848751126,1.75571211,1.932245518,1.962962917
2.726727209,1.849449905,1.756518276,1.933056053,1.963568803
2.727541257,1.850179982,1.757307022,1.933860383,1.964231209
2.728353782,1.85095165,1.758074833,1.934654685,1.964915787
2.72916479,1.851713936,1.75885026,1.935451259,1.965603855
2.729974286,1.852501635,1.759636191,1.936273324,1.966303422
2.730782276,1.853311454,1.7604514,1.93708552,1.967005598
2.731588765,1.854116527,1.7612723,1.937884321,1.967712036
2.73239376,1.854925039,1.762072263,1.938671354,1.968427662
2.733197265,1.855746119,1.762875148,1.939474452,1.969149249
2.733999287,1.856572856,1.7636881,1.940286868,1.969884054
2.73479983,1.857373958,1.764507006,1.941102677,1.970625229
2.7355989,1.858157995,1.765324246,1.94192722,1.971371077
2.736396502,1.858942059,1.766138667,1.942753349,1.972111203
2.737192643,1.859719875,1.766948369,1.943576054,1.972843698
2.737987326,1.860539813,1.767744654,1.944383193,1.973574886
2.738780558,1.861372792,1.768542327,1.945165023,1.974298401
2.739572344,1.862225848,1.769337139,1.945931944,1.97500768
2.740362689,1.863054103,1.770124433,1.946678906,1.975705982
2.741151599,1.863874503,1.770915903,1.947425573,1.976411563
2.741939078,1.86469725,1.771715801,1.94816679,1.977125057
2.742725131,1.865513672,1.772529399,1.948889995,1.977842455
2.743509765,1.866355094,1.773335609,1.949596791,1.978564302
2.744292983,1.867177748,1.774128576,1.950300165,1.979292718
2.745074792,1.867975857,1.7749073,1.950984604,1.980026318
2.745855195,1.868774119,1.775687893,1.951670584,1.980764352
2.746634199,1.869567867,1.776471329,1.952352913,1.981497031
2.747411808,1.870355735,1.777241209,1.953030615,1.982233009
2.748188027,1.871156688,1.778012544,1.953691938,1.9829667
2.748962861,1.871936173,1.778771681,1.954339887,1.983700728
2.749736316,1.872710166,1.779525732,1.954975451,1.984431267
2.750508395,1.873509976,1.780307263,1.955603369,1.98514832
2.751279104,1.874286013,1.781095055,1.956228084,1.985863896
2.752048448,1.875077649,1.781865271,1.956847518,1.986571902
2.752816431,1.875848489,1.782618428,1.957458604,1.987271194
2.753583059,1.876610555,1.783376761,1.958055105,1.98796751
2.754348336,1.877367288,1.784141401,1.95864791,1.988651043
2.755112266,1.878121483,1.784910748,1.959225071,1.989327363
2.755874856,1.878870289,1.785694206,1.959787473,1.989992996
2.756636108,1.879608464,1.786484517,1.960344874,1.990648619
2.757396029,1.880350231,1.787265035,1.960901995,1.991289863
2.758154622,1.881056978,1.788026574,1.961448425,1.991919961
2.758911892,1.881752119,1.78877785,1.961974387,1.992534408
2.759667845,1.882454076,1.789529905,1.962490739,1.993135441
2.760422483,1.883146123,1.790269282,1.962998226,1.993713933
2.761175813,1.883830331,1.791004137,1.963486812,1.994284468
2.761927838,1.884521095,1.791738308,1.963963855,1.994843446
2.762678564,1.885216434,1.792482107,1.964434949,1.995383317
2.763427994,1.885888284,1.793238369,1.964905529,1.995907822
2.764176132,1.88655059,1.793995154,1.965364532,1.996422867
2.764922985,1.887239726,1.794763007,1.96581883,1.996926772
2.765668555,1.887927854,1.795544575,1.96627006,1.997421206
2.766412847,1.888621831,1.796328012,1.966707989,1.997901201
2.767155866,1.889311405,1.797105986,1.967137601,1.998369889
2.767897616,1.889995967,1.79788511,1.967565836,1.998824022
2.768638101,1.890683167,1.798665795,1.967995238,1.999272286
2.769377326,1.891341168,1.799434114,1.968420853,1.999708162
2.770115295,1.892011464,1.80019468,1.968862903,2.000131871
2.770852012,1.892669409,1.800958919,1.969309111,2.000540025
2.771587481,1.893322441,1.801726184,1.969744182,2.000932215
2.772321707,1.893969984,1.80249233,1.970170469,2.001305919
2.773054693,1.894607521,1.803244191,1.970588018,2.001663648
2.773786445,1.895236763,1.803976362,1.971001181,2.002000542
2.774516966,1.8958588,1.804702661,1.97141515,2.002328502
2.77524626,1.896472018,1.805439474,1.971827422,2.002647863
2.775974331,1.8970719,1.806160522,1.972238674,2.00295373
2.776701184,1.897673515,1.806873747,1.972657563,2.003247617
2.777426822,1.898269808,1.80757331,1.973083499,2.003526961
2.77815125,1.898853298,1.808282888,1.973500137,2.00380226
2.778874472,1.899444359,1.80898872,1.973905732,2.00406796
2.779596491,1.900040153,1.809696141,1.974309953,2.004319508
2.780317312,1.900634169,1.810404673,1.974722387,2.00456921
2.781036939,1.901213998,1.811127056,1.975187062,2.004811652
2.781755375,1.901783601,1.811836329,1.975673721,2.005043369
2.782472624,1.902360008,1.812552439,1.976164553,2.005267213
2.783188691,1.902926582,1.813249749,1.976657414,2.005492999
2.783903579,1.903479401,1.813940646,1.977145977,2.005707848
2.784617293,1.904010228,1.814627248,1.977626635,2.005916698
2.785329835,1.904523022,1.815308221,1.978109584,2.006125179
2.78604121,1.905032255,1.815968091,1.97859796,2.006326573
2.786751422,1.905526678,1.816615982,1.979101665,2.006521066
2.787460475,1.906019832,1.817245378,1.979610108,2.006704827
2.788168371,1.906501817,1.817881022,1.980128448,2.006873905
2.788875116,1.906984587,1.818501765,1.980659048,2.007036873
2.789580712,1.907470515,1.819132434,1.981195919,2.007200512
2.790285164,1.907934915,1.81975565,1.981738408,2.007353547
2.790988475,1.908402896,1.820380536,1.98229111,2.007504647
2.791690649,1.908874131,1.820999097,1.982857587,2.007655756
2.792391689,1.909326729,1.82161076,1.983433354,2.00780966
2.7930916,1.909787047,1.822206012,1.984026539,2.007963142
2.793790385,1.910251564,1.822777253,1.984636661,2.008113036
2.794488047,1.910704766,1.823345045,1.985249485,2.008266255
2.79518459,1.911181828,1.823917862,1.985855584,2.008421218
2.795880017,1.911661851,1.824479538,1.986460607,2.008569619
2.796574333,1.912147886,1.825045162,1.987071362,2.008723419
2.797267541,1.912638587,1.825621689,1.987678144,2.008879662
2.797959644,1.913133411,1.826191595,1.98829805,2.00903373
2.798650645,1.913600559,1.826772106,1.988922555,2.009208274
2.799340549,1.914044537,1.827323072,1.989539539,2.009395238
2.800029359,1.914470056,1.827857184,1.990154131,2.009583315
2.800717078,1.914896131,1.82838544,1.990766304,2.00979744
2.80140371,1.915308411,1.828928117,1.991365322,2.010029808
2.802089258,1.915725633,1.829482617,1.991950875,2.010269597
2.802773725,1.916165988,1.830018789,1.992541556,2.010511556
2.803457116,1.916603403,1.830558001,1.993127173,2.010750104
2.804139432,1.917038013,1.83113075,1.993704662,2.010981372
2.804820679,1.917481399,1.831677406,1.994281351,2.011213044
2.805500858,1.91791274,1.832192494,1.994863363,2.011443729
2.806179974,1.918336367,1.832743809,1.995447839,2.011670862
2.80685803,1.918766943,1.833303665,1.996045421,2.011903168
2.807535028,1.919199332,1.833852657,1.996656937,2.012140683
2.808210973,1.919625161,1.834407037,1.997305576,2.012378018
2.808885867,1.920044707,1.834980734,1.997962447,2.01261399
2.809559715,1.920486189,1.835554867,1.998627088,2.012848785
2.810232518,1.920942223,1.836126525,1.999292736,2.013082105
2.810904281,1.921394351,1.836704633,1.999977326,2.01331134
2.811575006,1.921852336,1.837284605,2.000659531,2.013538824
2.812244697,1.922297182,1.837867395,2.001334584,2.013759895
2.812913357,1.922758844,1.838439258,2.00200367,2.013982483
2.813580989,1.9232213,1.839008659,2.002668629,2.014212716
2.814247596,1.923659361,1.839556968,2.003323189,2.01445014
2.814913181,1.924120972,1.840082892,2.003977788,2.014686921
2.815577748,1.924569062,1.840586771,2.004643077,2.014929342
2.8162413,1.925013547,1.841092969,2.005300809,2.015178545
2.816903839,1.925450955,1.841601359,2.005957878,2.015432308
2.81756537,1.925905952,1.842097445,2.006616008,2.015683414
2.818225894,1.926365459,1.842588214,2.007269693,2.015937507
2.818885415,1.926816086,1.843071643,2.007927257,2.016191547
2.819543936,1.927242749,1.843560487,2.008595293,2.016445174
2.820201459,1.927665168,1.844035609,2.009268508,2.016700507
2.820857989,1.928072501,1.844524683,2.009943158,2.016998359
2.821513528,1.928483263,1.845039384,2.010631517,2.017308943
2.822168079,1.928911447,1.845554076,2.011348903,2.017620846
2.822821645,1.929325816,1.846060152,2.01208092,2.017935294
2.823474229,1.929755248,1.846546748,2.012813655,2.018254809
2.824125834,1.930180856,1.847016545,2.013549834,2.018611149
2.824776462,1.93060206,1.847478256,2.014283291,2.018983312
2.825426118,1.931039186,1.847946085,2.015012829,2.019404804
2.826074803,1.931461901,1.848427668,2.015742199,2.019848214
2.82672252,1.931869615,1.848926628,2.016465579,2.020306155
2.827369273,1.932259259,1.849421336,2.017180286,2.020769206
2.828015064,1.932653357,1.849933726,2.017891172,2.021246627
2.828659897,1.933083117,1.850436377,2.01860089,2.02174221
2.829303773,1.933508586,1.850937484,2.019311412,2.022266572
2.829946696,1.933908125,1.851438042,2.020023994,2.022797966
2.830588669,1.934306578,1.851939714,2.020737093,2.023343228
2.831229694,1.934712034,1.852442014,2.021433719,2.023895236
2.831869774,1.935104178,1.852938843,2.02212704,2.024451011
2.832508913,1.935493764,1.853422882,2.022821662,2.025003385
2.833147112,1.935888139,1.853901005,2.023513579,2.025547795
2.833784375,1.936304131,1.854374439,2.024204882,2.026088119
2.834420704,1.936735068,1.854835244,2.024898223,2.026622411
2.835056102,1.937148941,1.855285407,2.025591872,2.027147593
2.835690571,1.937545933,1.855730798,2.026285343,2.027659734
2.836324116,1.937944644,1.856170673,2.026967834,2.028162988
2.836956737,1.938340601,1.856609457,2.027642873,2.028662253
2.837588438,1.938725306,1.85702631,2.028315959,2.029155859
2.838219222,1.939114263,1.857426213,2.028988498,2.029641138
2.838849091,1.939473306,1.85780642,2.02965229,2.030116931
2.839478047,1.939835338,1.858182946,2.030305539,2.030584164
2.840106094,1.940175027,1.858551893,2.030948312,2.031041872
2.840733235,1.940518539,1.858901788,2.031578522,2.031492902
2.84135947,1.94085256,1.859239886,2.032198268,2.03193194
2.841984805,1.941178177,1.859575074,2.032809579,2.032359959
2.84260924,1.941509359,1.859901125,2.033407334,2.032783696
2.843232778,1.941835836,1.860222305,2.033999512,2.033200345
2.843855423,1.942152439,1.860551576,2.034588434,2.033612518
2.844477176,1.942462286,1.860884226,2.035171119,2.034025744
2.84509804,1.942776308,1.861220238,2.035746016,2.034435169
2.845718018,1.943092123,1.861550702,2.0363141,2.034837125
2.846337112,1.943425581,1.861907764,2.036886511,2.035230481
2.846955325,1.94375691,1.862269008,2.03745225,2.035614959
2.847572659,1.944104013,1.862631947,2.038006228,2.035995288
2.848189117,1.944460568,1.862986473,2.038548108,2.036368727
2.848804701,1.944815991,1.863333552,2.039078429,2.03673295
2.849419414,1.945166372,1.863686524,2.039602342,2.037092694
2.850033258,1.945516664,1.864032604,2.040113505,2.037458459
2.850646235,1.945877342,1.864374545,2.040617703,2.03782315
2.851258349,1.946251878,1.864722402,2.041120964,2.038188152
2.851869601,1.946615678,1.865079576,2.041613169,2.03854212
2.852479994,1.946976993,1.865438716,2.042101857,2.038882832
2.85308953,1.947339032,1.865790734,2.042587027,2.03921299
2.853698212,1.947692916,1.866137973,2.043078192,2.039545458
2.854306042,1.948063746,1.866489908,2.043577928,2.039870226
2.854913022,1.948442919,1.866838448,2.044075754,2.040190502
2.855519156,1.948809671,1.867172717,2.044574383,2.040504522
2.856124444,1.949156106,1.867507065,2.045076812,2.04080407
2.85672889,1.94949197,1.867844133,2.045577141,2.041090759
2.857332496,1.949839121,1.868197277,2.046098386,2.041367512
2.857935265,1.950214275,1.868534966,2.046626391,2.041645243
2.858537198,1.950584233,1.868877051,2.047153852,2.041915942
2.859138297,1.950947539,1.869231384,2.047680293,2.042175161
2.859738566,1.951331296,1.869602433,2.048207056,2.042424315
2.860338007,1.951725136,1.869962989,2.048737486,2.042666429
2.860936621,1.952105469,1.870322092,2.049266928,2.042887508
2.861534411,1.952496139,1.870681024,2.049799065,2.043099656
2.862131379,1.952879794,1.871044799,2.050329559,2.043300297
2.862727528,1.953260212,1.871410447,2.05085707,2.043491217
2.86332286,1.953615477,1.871797999,2.051381604,2.04367982
2.863917377,1.953961933,1.872199858,2.051902883,2.04385793
2.864511081,1.954300617,1.872588268,2.052423728,2.044027973
2.865103975,1.954618984,1.872968557,2.052945316,2.044193718
2.86569606,1.954947777,1.873354151,2.053463782,2.044353475
2.866287339,1.955277891,1.873732246,2.053981634,2.044513494
2.866877814,1.955612265,1.874094594,2.054500244,2.044673233
2.867467488,1.955946162,1.87445567,2.05501874,2.044827779
2.868056362,1.95631042,1.874828188,2.055534504,2.044980865
2.868644438,1.956673431,1.87519378,2.056056931,2.04513791
2.86923172,1.957019397,1.875558351,2.056579826,2.045294391
2.869818208,1.957376316,1.87593343,2.057098823,2.045462612
2.870403905,1.957727603,1.876305639,2.057617437,2.045644124
2.870988814,1.958096963,1.876688391,2.058132171,2.04582348
2.871572936,1.958474249,1.877103971,2.058647055,2.045997171
2.872156273,1.958879111,1.87753772,2.059155435,2.046181556
2.872738827,1.95928026,1.877976494,2.059663794,2.046384091
2.873320602,1.959667701,1.878399706,2.060174177,2.046589975
2.873901598,1.960043946,1.878795993,2.060688287,2.046843452
2.874481818,1.960395939,1.879188611,2.061207953,2.047115053
2.875061263,1.960747367,1.879577894,2.061733572,2.047394932
2.875639937,1.96110598,1.879986048,2.062253055,2.047682014
2.876217841,1.96148149,1.880381801,2.062764829,2.047987505
2.876794976,1.961852265,1.880774173,2.06328943,2.048296241
2.877371346,1.962218432,1.881175152,2.063813392,2.048608983
2.877946952,1.962576657,1.881580374,2.064340007,2.048931659
2.878521796,1.962933207,1.881991326,2.064877171,2.049264073
2.87909588,1.963288057,1.882396393,2.065434155,2.049613171
2.879669206,1.963661981,1.882791997,2.065992078,2.049989334
2.880241776,1.964018883,1.883192953,2.06655183,2.050363101
2.880813592,1.964371176,1.883593086,2.067116532,2.050740887
2.881384657,1.964742464,1.884013741,2.067676122,2.051120447
2.881954971,1.965097915,1.884462376,2.068246111,2.051501055
2.882524538,1.965444071,1.884905022,2.068835035,2.051880261
2.883093359,1.965773968,1.885344104,2.069454693,2.05226044
2.883661435,1.966109665,1.885754866,2.070077473,2.052639239
2.88422877,1.966425075,1.886152391,2.070693268,2.053013018
2.884795364,1.966727804,1.886550613,2.071312604,2.053389034
2.88536122,1.967059382,1.886943618,2.071937409,2.053767195
2.88592634,1.96736957,1.887346309,2.072578126,2.054135733
2.886490725,1.967678066,1.887758821,2.073224254,2.054491471
2.887054378,1.967990774,1.888152404,2.073883552,2.054843812
2.8876173,1.968315302,1.888569796,2.074551977,2.05518845
2.888179494,1.968635528,1.889004853,2.075230117,2.055529386
2.888740961,1.96894186,1.889408462,2.07590068,2.055874331
2.889301703,1.969248836,1.889811774,2.076565307,2.056219008
2.889861721,1.969558091,1.890228576,2.077232125,2.056558217
2.890421019,1.969879112,1.890654253,2.07789702,2.056922499
2.890979597,1.970198848,1.891089417,2.07856163,2.05729948
2.891537458,1.970504268,1.89152264,2.079224718,2.057711385
2.892094603,1.970797789,1.891968103,2.07988393,2.058124279
2.892651034,1.971064363,1.892413296,2.080548527,2.058540139
2.893206753,1.971330597,1.892839462,2.081201403,2.058952884
2.893761762,1.971602798,1.893254044,2.081840919,2.059365504
2.894316063,1.971871355,1.893678215,2.082466088,2.059776224
2.894869657,1.97213596,1.894083306,2.083075194,2.060182798
2.895422546,1.972388263,1.89445459,2.08368921,2.060588118
2.895974732,1.972646013,1.894828008,2.084309097,2.060983577
2.896526217,1.972888386,1.895183326,2.084920714,2.061365468
2.897077003,1.973137788,1.89552136,2.08552317,2.061744939
2.897627091,1.973358357,1.895853259,2.086114044,2.062120273
2.898176483,1.973564736,1.896195952,2.086697725,2.062489575
2.898725182,1.97378969,1.896558443,2.087278345,2.062862685
2.899273187,1.974012532,1.896908758,2.087857286,2.063241258
2.899820502,1.974246882,1.897267765,2.088429465,2.063626714
2.900367129,1.974450577,1.897617903,2.088990963,2.064008619
2.900913068,1.974653585,1.897963206,2.089547474,2.064389283
2.901458321,1.974864031,1.89829368,2.090097385,2.064767636
2.902002891,1.97508718,1.898630701,2.090647472,2.065162096
2.902546779,1.975288926,1.898965057,2.091195709,2.065569444
2.903089987,1.97548124,1.899276449,2.091735952,2.065989403
2.903632516,1.975663637,1.899604451,2.09226924,2.066426253
2.904174368,1.975852216,1.899945905,2.092809591,2.066873023
2.904715545,1.976051128,1.900249853,2.093340149,2.067312164
2.905256049,1.976256673,1.900551633,2.09386693,2.067744536
2.90579588,1.976423693,1.900840148,2.09439816,2.068175164
2.906335042,1.976589603,1.901116645,2.094919364,2.068609733
2.906873535,1.976751088,1.90139401,2.095435723,2.069048919
2.907411361,1.97693312,1.901683684,2.095950044,2.069486737
2.907948522,1.977158053,1.901982575,2.096456344,2.069918379
2.908485019,1.977360301,1.902274319,2.096954289,2.070343695
2.909020854,1.97753981,1.902590266,2.097444273,2.070771275
2.909556029,1.97772654,1.902923754,2.097939087,2.071191209
2.910090546,1.977921492,1.903273167,2.09845872,2.071611335
2.910624405,1.978138178,1.903632452,2.098977906,2.072029165
2.911157609,1.978374141,1.903992526,2.099496313,2.072439919
2.911690159,1.978596368,1.904380829,2.100006092,2.072841841
2.912222057,1.978823798,1.90477508,2.1005083,2.073232614
2.912753304,1.979062606,1.905169167,2.1010136,2.073612624
2.913283902,1.979307436,1.905571223,2.101524034,2.073984132
2.913813852,1.9795512,1.905982115,2.102041594,2.074350341
2.914343157,1.979817659,1.906389081,2.102562809,2.074703068
2.914871818,1.9800664,1.906800846,2.103088223,2.075048061
2.915399835,1.980316915,1.907211773,2.103616064,2.075390049
2.915927212,1.980590093,1.90763522,2.104152568,2.075723144
2.916453949,1.98085872,1.908070013,2.104692993,2.076047481
2.916980047,1.981123471,1.908514167,2.105239983,2.076357844
2.91750551,1.981384025,1.908955307,2.105791201,2.076658116
2.918030337,1.981651355,1.909383996,2.106346037,2.076946031
2.918554531,1.981906973,1.9098137,2.106907834,2.077221667
2.919078092,1.982154594,1.910246406,2.107476409,2.077484921
2.919601024,1.982417442,1.910698593,2.108047701,2.077738098
2.920123326,1.982696556,1.911150468,2.108621118,2.077982465
2.920645001,1.982954369,1.911617132,2.109194611,2.078216325
2.921166051,1.983185884,1.912101412,2.109769556,2.078437025
2.921686475,1.983436686,1.912589624,2.110341969,2.078649039
2.922206277,1.983701376,1.91307138,2.110913502,2.078863677
2.922725458,1.983971056,1.913536891,2.111483959,2.079075686
2.923244019,1.984243632,1.914005329,2.112049495,2.07928887
2.923761961,1.984553852,1.914463772,2.112615896,2.079490919
2.924279286,1.984842957,1.914933436,2.113182488,2.079690268
2.924795996,1.985122202,1.915416344,2.11375095,2.079885558
2.925312091,1.985369323,1.915899941,2.11432128,2.080088173
2.925827575,1.985621399,1.916384743,2.114888174,2.080281211
2.926342447,1.985885591,1.916870489,2.115454448,2.080464562
2.926856709,1.986139062,1.9173752,2.116017276,2.08064089
2.927370363,1.986389024,1.91788022,2.116579616,2.08081034
2.92788341,1.98663278,1.918378432,2.117144354,2.080973053
2.928395852,1.986872621,1.918869331,2.117709199,2.081129543
2.92890769,1.987115034,1.919351095,2.118270731,2.081280997
2.929418926,1.987355368,1.919843831,2.118828591,2.081425001
2.92992956,1.987570494,1.92033819,2.119384473,2.081564244
2.930439595,1.98778712,1.920840855,2.119937899,2.081705593
2.930949031,1.988011798,1.921355368,2.12048687,2.081846198
2.931457871,1.988228158,1.921877209,2.121035646,2.082003494
2.931966115,1.988494256,1.92240606,2.121579453,2.082167405
2.932473765,1.988755725,1.922917142,2.122123707,2.082329406
2.932980822,1.989013117,1.923409086,2.122662747,2.082490451
2.933487288,1.989263732,1.923891797,2.123198723,2.082643814
2.933993164,1.989521555,1.924380996,2.12373088,2.082801405
2.934498451,1.989783334,1.924870296,2.124265802,2.082960903
2.935003151,1.990043324,1.925357625,2.124805184,2.083135187
2.935507266,1.990286035,1.92584534,2.125345124,2.083316841
2.936010796,1.990560393,1.926335249,2.125909032,2.083500946
2.936513742,1.990842804,1.926826383,2.126467901,2.083700377
2.937016107,1.991104961,1.927310169,2.127028189,2.083924347
2.937517892,1.991361451,1.927779893,2.127589885,2.084156531
2.938019097,1.991617342,1.928247753,2.128156888,2.084379729
2.938519725,1.991860356,1.928713394,2.128735871,2.084595702
2.939019776,1.992088113,1.929181143,2.129327256,2.084817337
2.939519253,1.99233233,1.929655526,2.129939051,2.085037853
2.940018155,1.992580219,1.930137549,2.130542356,2.08526143
2.940516485,1.992837155,1.93061006,2.131142925,2.085511983
2.941014244,1.993089132,1.931072883,2.131738908,2.085800654
2.941511433,1.993368858,1.931542112,2.132335717,2.086110714
2.942008053,1.993642737,1.932027411,2.1329381,2.086463432
2.942504106,1.993929109,1.932520693,2.133537337,2.086832779
2.942999593,1.9942408,1.933003373,2.13413198,2.087217697
2.943494516,1.994558377,1.933487028,2.134721409,2.087600578
2.943988875,1.99487211,1.933986172,2.135305439,2.087985849
2.944482672,1.995180528,1.934478595,2.135885402,2.08836201
2.944975908,1.995497589,1.93497301,2.136467513,2.088723265
2.945468585,1.995789399,1.93546096,2.137068527,2.08907199
2.945960704,1.996072294,1.935950344,2.137670942,2.089421416
2.946452265,1.996354396,1.936433157,2.138272958,2.089771808
2.946943271,1.996639705,1.936906312,2.138877376,2.090110962
2.947433722,1.996913601,1.937379185,2.139483159,2.090445247
2.94792362,1.997193971,1.937853317,2.140085952,2.090785919
2.948412966,1.99747399,1.938335259,2.140684655,2.091135092
2.948901761,1.997755692,1.938826029,2.141281618,2.091488661
2.949390007,1.998052519,1.939305828,2.141886325,2.091847849
2.949877704,1.998359044,1.939777423,2.142494495,2.092219144
2.950364854,1.998640468,1.940260434,2.143110944,2.092596436
2.950851459,1.998949561,1.940730448,2.143729473,2.092970041
2.951337519,1.999240765,1.941190122,2.144342699,2.093346468
2.951823035,1.999544533,1.941659019,2.144947416,2.093746656
2.95230801,1.999848583,1.942121274,2.145553459,2.094190484
2.952792443,2.000139967,1.94257681,2.146164827,2.094642631
2.953276337,2.000420915,1.94303156,2.146790327,2.095107486
2.953759692,2.000717829,1.943466831,2.147433367,2.095571648
2.954242509,2.000992437,1.943912151,2.148078381,2.096037742
2.954724791,2.001273018,1.944363421,2.148726672,2.096499948
2.955206538,2.001558539,1.944829737,2.149379939,2.096959573
2.95568775,2.001835241,1.945305595,2.150039831,2.097410515
2.95616843,2.002125092,1.945787907,2.150700465,2.097855283
2.956648579,2.002417937,1.946256671,2.151353393,2.09829095
2.957128198,2.002703512,1.946700387,2.152000939,2.098715127
2.957607287,2.002993683,1.947156398,2.152640599,2.099129532
2.958085849,2.003271988,1.9476258,2.153281633,2.099539086
2.958563883,2.003558955,1.948101063,2.153924409,2.0999445
2.959041392,2.003821419,1.94858556,2.154566489,2.100341941
2.959518377,2.004091537,1.949083239,2.15521736,2.100738493
2.959994838,2.004379543,1.949568329,2.155865833,2.101123377
2.960470778,2.004670083,1.950028339,2.156507733,2.101496017
2.960946196,2.004967061,1.950500175,2.157146837,2.101869738
2.961421094,2.005270612,1.950971813,2.157782,2.102241516
2.961895474,2.005591868,1.951431155,2.158405798,2.102645126
2.962369336,2.005910487,1.951888581,2.159030888,2.103088634
2.962842681,2.006233527,1.952334852,2.159655215,2.103533343
2.963315511,2.006580542,1.952788184,2.160271491,2.103965772
2.963787827,2.006930534,1.953219095,2.160884191,2.104384917
2.96425963,2.007299998,1.953654942,2.161494559,2.104806046
2.964730921,2.007659743,1.954102915,2.162100406,2.105215328
2.965201701,2.008023649,1.954542047,2.162702435,2.105618857
2.965671971,2.008384967,1.95496826,2.163292353,2.106010363
2.966141733,2.00874855,1.955372129,2.163872447,2.106396064
2.966610987,2.009118632,1.955773789,2.164437234,2.106787666
2.967079734,2.009506679,1.956185819,2.164992448,2.107199803
2.967547976,2.009889717,1.956607655,2.165548504,2.107608959
2.968015714,2.010299272,1.957029497,2.166104594,2.108009155
2.968482949,2.010710743,1.957457366,2.166653594,2.108402696
2.968949681,2.011118424,1.957892727,2.16719622,2.108796643
2.969415912,2.01154012,1.9583247,2.167736394,2.109185808
2.969881644,2.011968602,1.958759654,2.168264238,2.109566664
2.970346876,2.012389695,1.959189124,2.168784517,2.109938109
2.970811611,2.012829082,1.959618093,2.169298923,2.110293917
2.971275849,2.013279114,1.960044633,2.169807769,2.110643685
2.971739591,2.013715795,1.960478197,2.170311597,2.110997306
2.972202838,2.014162901,1.960931967,2.170813021,2.111351713
2.972665592,2.014616317,1.961393592,2.17131304,2.111701766
