log_s,log_rs,log_rs_diff,north,south
3.147985321,2.211595532,2.108614445,2.376100919,2.30026537
3.148294097,2.212003104,2.108878538,2.376471636,2.300569217
3.148602655,2.21240643,2.109146424,2.376836669,2.300866502
3.148910993,2.212805471,2.109411425,2.377196669,2.301155644
3.149219113,2.213207182,2.109673946,2.377556458,2.301437946
3.149527014,2.213599163,2.109932191,2.377914465,2.301715978
3.149834697,2.213982776,2.110186914,2.378269961,2.301995154
3.150142162,2.214357384,2.110436169,2.378622565,2.302261264
3.150449409,2.214723168,2.110681482,2.378970937,2.302523042
3.15075644,2.215082533,2.110924731,2.379312847,2.302777121
3.151063253,2.215436467,2.111167374,2.379655545,2.303031277
3.15136985,2.215789998,2.111407681,2.379996376,2.303284043
3.151676231,2.216142898,2.111647475,2.380335811,2.303541778
3.151982395,2.216496117,2.111887267,2.380671837,2.303799907
3.152288344,2.216847641,2.112125701,2.381008518,2.30406373
3.152594078,2.217201017,2.112366171,2.381343258,2.304328387
3.152899596,2.217549694,2.112604911,2.381675306,2.30460494
3.1532049,2.217889523,2.112839547,2.382005589,2.304887771
3.153509989,2.218219403,2.113069769,2.38233344,2.305177737
3.153814864,2.218541258,2.113295309,2.382659004,2.305475265
3.154119526,2.218854259,2.113516862,2.382981599,2.305805778
3.154423973,2.219170718,2.113739376,2.383306029,2.306152203
3.154728207,2.219493746,2.113965259,2.383632136,2.306497691
3.155032229,2.219816216,2.114190077,2.383955669,2.30683683
3.155336037,2.220150625,2.114418126,2.384278137,2.307174187
3.155639634,2.220479439,2.114643705,2.384598681,2.30750903
3.155943018,2.220799732,2.114866009,2.384916171,2.307850669
3.15624619,2.221117447,2.11508685,2.385230826,2.308190472
3.156549151,2.221434448,2.11530711,2.385542545,2.308521871
3.156851901,2.22175166,2.115525152,2.385852257,2.308847497
3.15715444,2.22207714,2.115744558,2.386161019,2.309166041
3.157456768,2.222405886,2.115966519,2.386469753,2.309486964
3.157758886,2.222738639,2.116191912,2.386781049,2.309824183
3.158060794,2.223074246,2.116415188,2.387090905,2.310166642
3.158362492,2.223404229,2.116638044,2.387398286,2.310504431
3.158663981,2.223737892,2.116858806,2.387702356,2.310837957
3.15896526,2.224079774,2.117080151,2.388003858,2.311165942
3.159266331,2.224424479,2.117304017,2.388306222,2.311485992
3.159567193,2.224766468,2.117527246,2.388605602,2.311800265
3.159867847,2.225103487,2.11774801,2.388901624,2.31210645
3.160168293,2.225433532,2.117964003,2.389194313,2.312411261
3.160468531,2.225760547,2.118179855,2.389484565,2.312708852
3.160768562,2.226090785,2.118396823,2.38977241,2.31300173
3.161068385,2.226412729,2.118610895,2.390057059,2.313290567
3.161368002,2.226733388,2.118824216,2.390340031,2.313574118
3.161667412,2.227049149,2.119035976,2.390619472,2.313852252
3.161966616,2.227356792,2.119244088,2.390896536,2.31412547
3.162265614,2.227660763,2.119452693,2.391171836,2.314394119
3.162564407,2.227967573,2.119663856,2.391448133,2.314662784
3.162862993,2.228283758,2.119877131,2.391723549,2.314928558
3.163161375,2.228612234,2.120095708,2.392001578,2.315186151
3.163459552,2.228943804,2.120312834,2.392276049,2.315440981
3.163757524,2.22928652,2.120530991,2.392550038,2.315694704
3.164055292,2.22962806,2.120750285,2.392823365,2.315941686
3.164352856,2.229971879,2.120973979,2.393097627,2.316181459
3.164650216,2.230314961,2.121197932,2.393370709,2.316412977
3.164947373,2.230670309,2.121423231,2.39364275,2.316642289
3.165244326,2.231035093,2.121647681,2.393912642,2.316857864
3.165541077,2.231398663,2.12186933,2.394179619,2.317065594
3.165837625,2.231757171,2.122090001,2.394443373,2.317268464
3.16613397,2.232107893,2.122308161,2.394705064,2.317468248
3.166430114,2.232469699,2.122526711,2.394964375,2.317655468
3.166726056,2.232829445,2.122749489,2.395225054,2.317828294
3.167021796,2.23318564,2.122972328,2.395487375,2.318002489
3.167317335,2.233534275,2.12319428,2.395750977,2.318172576
3.167612673,2.233876112,2.123412201,2.396012753,2.318342466
3.16790781,2.234213066,2.123629817,2.396275888,2.318509197
3.168202747,2.234553562,2.123849291,2.396537226,2.318661202
3.168497484,2.234890864,2.124064508,2.39679561,2.318815477
3.16879202,2.235229365,2.124276287,2.397052099,2.318965588
3.169086357,2.235566607,2.124486175,2.397309882,2.319116527
3.169380495,2.235896061,2.12469302,2.397565637,2.319261106
3.169674434,2.236233876,2.124899884,2.397821737,2.319404459
3.169968174,2.236567044,2.125103761,2.398076868,2.319551602
3.170261715,2.23690487,2.125303144,2.398331362,2.319701715
3.170555059,2.237247226,2.125500283,2.398585,2.319842309
3.170848204,2.237582018,2.125691554,2.39883693,2.319987494
3.171141151,2.237915306,2.125880002,2.399086465,2.320127078
3.171433901,2.238248807,2.126067884,2.399336261,2.320259248
3.171726454,2.238585096,2.126256925,2.399585953,2.320382295
3.172018809,2.238913369,2.126441615,2.399833295,2.320509841
3.172310969,2.239231499,2.12662147,2.400077849,2.320638886
3.172602931,2.239542269,2.126795542,2.400319563,2.320763857
3.172894698,2.239844317,2.126964766,2.400558564,2.320886249
3.173186268,2.240146469,2.127133544,2.400797202,2.321006547
3.173477643,2.24044779,2.12730207,2.40103595,2.321119768
3.173768823,2.240750133,2.127476282,2.401277871,2.321222033
3.174059808,2.241057393,2.127658799,2.401530177,2.321318788
3.174350597,2.241370194,2.127846682,2.401787185,2.321417189
3.174641193,2.241682484,2.128031454,2.40204427,2.321507495
3.174931594,2.241995139,2.128216364,2.402302854,2.321592049
3.1752218,2.242310287,2.128410194,2.402563175,2.321684509
3.175511813,2.242624066,2.128606598,2.402824043,2.321778141
3.175801633,2.242938748,2.128804808,2.403087629,2.321875146
3.176091259,2.243259136,2.129002463,2.403350911,2.321969702
3.176380692,2.243578023,2.129199817,2.403612185,2.322061017
3.176669933,2.243903668,2.129402351,2.403876841,2.322152982
3.176958981,2.244242068,2.129621129,2.404154918,2.322239498
3.177247836,2.244584149,2.129843264,2.404436637,2.322324773
3.1775365,2.244936106,2.13007105,2.404724918,2.322402288
3.177824972,2.245297505,2.130302545,2.405013784,2.322476496
3.178113252,2.245662248,2.13053874,2.405307064,2.322560673
3.178401342,2.246027775,2.130772746,2.405603095,2.322656917
3.17868924,2.246409023,2.131012519,2.405903427,2.322752961
3.178976947,2.246799646,2.13125105,2.406203085,2.322840522
3.179264464,2.2471853,2.131486553,2.406501899,2.322929654
3.179551791,2.247574473,2.131716289,2.406802054,2.323023108
3.179838928,2.247970412,2.13194472,2.407104484,2.323109416
3.180125875,2.248358079,2.132170753,2.407410355,2.323198707
3.180412633,2.248754066,2.132404485,2.40772524,2.323286182
3.180699201,2.249165902,2.132642464,2.408048563,2.323378908
3.180985581,2.2495765,2.13287931,2.408372004,2.323496976
3.181271772,2.249984005,2.133122846,2.408702108,2.323639968
3.181557774,2.250388954,2.133364546,2.40903022,2.323803251
3.181843588,2.2508027,2.133608567,2.409360248,2.323981299
3.182129214,2.251230838,2.133850698,2.409689965,2.32416591
3.182414652,2.251660739,2.134090869,2.410018194,2.324363726
3.182699903,2.252099289,2.134331113,2.410344273,2.324569249
3.182984967,2.252538417,2.134579955,2.410676527,2.324776704
3.183269844,2.252983156,2.134832815,2.411014009,2.325016397
3.183554534,2.25342783,2.135092752,2.411353594,2.325263641
3.183839037,2.253871236,2.135358934,2.411701032,2.325509266
3.184123354,2.254308689,2.135624038,2.412046849,2.3257544
3.184407485,2.254738464,2.135885553,2.412393717,2.326003692
3.184691431,2.255157476,2.136139727,2.412744939,2.326278011
3.184975191,2.255570444,2.136397276,2.413103419,2.326555095
3.185258765,2.2559964,2.13665464,2.413468456,2.326840358
3.185542155,2.256427218,2.136910336,2.413840964,2.327131803
3.18582536,2.256848442,2.137163917,2.41421544,2.327428118
3.18610838,2.257282879,2.13741416,2.414591065,2.327728264
3.186391216,2.257706707,2.137660232,2.414965792,2.328032409
3.186673867,2.258134595,2.137910708,2.415349872,2.328338445
3.186956335,2.258552708,2.13816035,2.415736992,2.328654724
3.18723862,2.258958841,2.138400067,2.416122331,2.328975637
3.187520721,2.259353966,2.138634392,2.416508947,2.329312474
3.187802639,2.259739166,2.138866513,2.416895317,2.329670662
3.188084374,2.260123206,2.139098657,2.417283065,2.330041693
3.188365926,2.260504674,2.139340973,2.417680131,2.330410546
3.188647296,2.26087608,2.139578192,2.418077888,2.33078265
3.188928484,2.261254335,2.139813035,2.418475034,2.331148643
3.18920949,2.261618925,2.1400419,2.418869218,2.331510921
3.189490314,2.261977175,2.140268383,2.419261008,2.33186709
3.189770956,2.262334858,2.140489556,2.419656324,2.332224906
3.190051418,2.262685334,2.140705904,2.420052491,2.332582945
3.190331698,2.263021326,2.140923384,2.420446113,2.332938172
3.190611798,2.263376403,2.141148751,2.420843828,2.333293968
3.190891717,2.263727391,2.141372868,2.421243249,2.333647787
3.191171456,2.264070489,2.141592812,2.421640688,2.333995203
3.191451014,2.264410146,2.141809602,2.422036681,2.334344291
3.191730393,2.264756098,2.14203745,2.422440257,2.334686064
3.192009593,2.265120292,2.14227125,2.422847698,2.335024544
3.192288613,2.265502524,2.142515767,2.423254374,2.33535315
3.192567453,2.265879994,2.142760973,2.423658355,2.335685783
3.192846115,2.266247302,2.143006368,2.424060429,2.336012458
3.193124598,2.266606398,2.143246515,2.424460155,2.336335923
3.193402903,2.266950336,2.143486475,2.424856414,2.336658257
3.19368103,2.267280299,2.143722818,2.425249111,2.336978258
3.193958978,2.26761689,2.143959006,2.425640019,2.33729195
3.194236749,2.267955244,2.14420296,2.426035785,2.337603293
3.194514342,2.268282842,2.144442602,2.426430529,2.337917718
3.194791758,2.268596366,2.144677127,2.426822201,2.338232846
3.195068996,2.268907908,2.144910646,2.427213801,2.338548172
3.195346058,2.269211835,2.145141134,2.427604977,2.338866777
3.195622944,2.269510349,2.145370646,2.427995409,2.339187866
3.195899652,2.269807589,2.145624598,2.428388056,2.339505776
3.196176185,2.270086895,2.14587125,2.428777048,2.339827953
3.196452542,2.270368095,2.14613086,2.42916344,2.340145774
3.196728723,2.270647227,2.146427583,2.429547888,2.340460503
3.197004728,2.270917492,2.146741005,2.429930709,2.340782059
3.197280558,2.271177246,2.147053984,2.430311823,2.341107856
3.197556213,2.271432866,2.147363721,2.430692741,2.34143467
3.197831693,2.271677435,2.147671899,2.43107217,2.341772467
3.198106999,2.271912721,2.147980587,2.431453817,2.342126044
3.19838213,2.272146933,2.148291011,2.431837266,2.342476271
3.198657087,2.272371107,2.148596593,2.432220338,2.342828022
3.19893187,2.272586185,2.148907278,2.432601635,2.34318295
3.199206479,2.272790334,2.149222792,2.432980833,2.343543184
3.199480915,2.272976259,2.149557347,2.43335615,2.343900048
3.199755177,2.27315907,2.149896905,2.433732674,2.344251604
3.200029267,2.273322711,2.150230757,2.434105502,2.344605257
3.200303183,2.273475869,2.150551881,2.434477377,2.344960391
3.200576927,2.273624609,2.150880911,2.434852628,2.345313262
3.200850498,2.27376426,2.151204637,2.435226719,2.345663686
3.201123897,2.273889592,2.151504951,2.435598329,2.346014851
3.201397124,2.273996081,2.151799331,2.435966494,2.346363485
3.20167018,2.27408004,2.152081843,2.436332232,2.346719681
3.201943063,2.274137242,2.152345714,2.436693915,2.347105463
3.202215776,2.274175368,2.152598895,2.43705453,2.347501111
3.202488317,2.27420476,2.152860259,2.437422129,2.347901393
3.202760687,2.274219594,2.153119583,2.437795364,2.348308342
3.203032887,2.274217418,2.153365191,2.438166929,2.348724033
3.203304916,2.274192041,2.153600602,2.438538567,2.349156897
3.203576775,2.274149644,2.153810302,2.438910283,2.349610455
3.203848464,2.274081514,2.15400684,2.439279939,2.350075471
3.204119983,2.273984895,2.154186567,2.439645357,2.350542775
3.204391332,2.27386124,2.15432703,2.44000984,2.351038181
3.204662512,2.273720503,2.154439262,2.440372717,2.35154713
3.204933522,2.27355742,2.154551462,2.440731665,2.352050621
3.205204364,2.27340074,2.154649704,2.441089158,2.3525596
3.205475037,2.273215335,2.154730607,2.441442586,2.353070502
3.205745541,2.273019056,2.154816381,2.441795558,2.353577204
3.206015877,2.272793623,2.154885061,2.442145468,2.354086318
3.206286044,2.272544584,2.15494582,2.442491337,2.354592202
3.206556044,2.272278399,2.155009376,2.442846037,2.355107663
3.206825876,2.272003139,2.155066892,2.44320429,2.355627173
3.20709554,2.271709375,2.155130495,2.443564843,2.356144783
3.207365037,2.271397259,2.155194287,2.443924086,2.356657303
3.207634367,2.271082887,2.155259584,2.444280889,2.357163585
3.20790353,2.270780878,2.155316077,2.444634395,2.357666674
3.208172527,2.270478674,2.155356724,2.444989466,2.35818117
3.208441356,2.270180644,2.155361271,2.445349279,2.358723827
3.20871002,2.269846546,2.155348729,2.445709341,2.359272321
3.208978517,2.269522381,2.155332685,2.446070799,2.359818963
3.209246849,2.269203124,2.155313208,2.446432607,2.360358755
3.209515015,2.268868113,2.155300037,2.446793594,2.360892863
3.209783015,2.268530254,2.155304976,2.447157301,2.361420623
3.21005085,2.268209331,2.155318472,2.447522729,2.361942934
3.21031852,2.267896976,2.155349088,2.44789221,2.362459839
3.210586025,2.267573625,2.155396281,2.448263018,2.362970589
3.210853365,2.267278938,2.155456203,2.44863565,2.363477012
3.211120541,2.266987659,2.1555166,2.449004538,2.363979768
3.211387553,2.266707799,2.155573604,2.449367879,2.364477617
3.211654401,2.266441674,2.155624441,2.449725851,2.36497213
3.211921084,2.266180608,2.155676256,2.450080856,2.365462759
3.212187604,2.265923047,2.155730413,2.450434644,2.365949857
3.212453961,2.265677652,2.155792404,2.450786163,2.366433045
3.212720154,2.265439855,2.155861928,2.45113362,2.366911438
3.212986185,2.265228099,2.155947036,2.451478018,2.367381445
3.213252052,2.265005997,2.15603028,2.451818189,2.367846696
3.213517757,2.264752555,2.156089921,2.452153831,2.368316813
3.213783299,2.264503885,2.15616802,2.452492008,2.368780656
3.214048679,2.264277848,2.15625461,2.452827,2.36923509
3.214313897,2.264027128,2.156331313,2.453157128,2.369690847
3.214578954,2.263812502,2.156432363,2.453489333,2.370137202
3.214843848,2.26362588,2.156544262,2.453816457,2.370573084
3.215108581,2.263472025,2.15668164,2.454141616,2.370997483
3.215373153,2.263346985,2.156836069,2.454465067,2.371411691
3.215637563,2.263222037,2.156992542,2.454785898,2.371819252
3.215901813,2.263081482,2.157162867,2.455112679,2.372219391
3.216165902,2.262928024,2.157338742,2.455440052,2.37261151
3.216429831,2.262754051,2.157511596,2.455761173,2.372994677
3.216693599,2.262618629,2.157683329,2.456075393,2.37336542
3.216957207,2.262527198,2.157859468,2.456387032,2.373722777
3.217220656,2.262463742,2.158050793,2.456700966,2.374065433
3.217483944,2.262396846,2.158279164,2.457032195,2.374394742
3.217747073,2.262385192,2.158536915,2.457378842,2.374713612
3.218010043,2.262360196,2.158823795,2.45775024,2.375025806
3.218272854,2.26232698,2.159113236,2.458125233,2.37533442
3.218535505,2.262314542,2.159430421,2.458513416,2.375628215
3.218797998,2.262285666,2.15975769,2.458898961,2.375904996
3.219060332,2.262237356,2.160096485,2.459290977,2.376167814
3.219322508,2.262218959,2.160448087,2.459681116,2.376423537
3.219584526,2.262257142,2.160825201,2.460081579,2.376666506
3.219846386,2.262317668,2.161207639,2.460477318,2.376907703
3.220108088,2.262348593,2.161585722,2.460868471,2.377172943
3.220369632,2.262422933,2.161968728,2.461258414,2.377427056
3.220631019,2.262534636,2.162360165,2.46164734,2.37767184
3.220892249,2.262688135,2.162755362,2.462037305,2.377909693
3.221153322,2.262907672,2.163167145,2.462433708,2.378131559
3.221414238,2.263196832,2.163605238,2.462830448,2.378332093
3.221674997,2.26348296,2.16406923,2.463241658,2.378512904
3.2219356,2.263857756,2.164556345,2.463652948,2.378667494
3.222196046,2.264219285,2.16505702,2.464064483,2.378800338
3.222456337,2.264557723,2.165544285,2.464486664,2.378931038
3.222716471,2.264863158,2.166033359,2.464919284,2.37905796
3.22297645,2.265172358,2.166523417,2.465348416,2.379172034
3.223236273,2.265529954,2.167021325,2.465774547,2.379270746
3.223495941,2.265892358,2.167547922,2.46619666,2.379351771
3.223755454,2.266217436,2.168100385,2.466613618,2.379402342
3.224014811,2.266559073,2.168667149,2.467033602,2.379455768
3.224274014,2.266861821,2.169214537,2.467463112,2.379530458
3.224533063,2.267102816,2.169750242,2.467890626,2.379614575
3.224791956,2.267376027,2.170297286,2.468314698,2.379743843
3.225050696,2.267686876,2.170822272,2.468739305,2.379965703
3.225309282,2.268064497,2.171352128,2.469166541,2.380187336
3.225567713,2.268440608,2.17189007,2.469600019,2.380407589
3.225825991,2.268769716,2.172421165,2.470034819,2.380625715
3.226084116,2.269039655,2.172938393,2.470467526,2.380841287
3.226342087,2.269224775,2.173387432,2.470891081,2.38109062
3.226599905,2.269369834,2.173859926,2.471317154,2.381321665
3.22685757,2.269549598,2.174309389,2.471743458,2.38156236
3.227115083,2.269607803,2.174620334,2.472154543,2.381918142
3.227372442,2.269611486,2.174859574,2.47256081,2.382317076
3.22762965,2.269599805,2.175012992,2.472967397,2.382786875
3.227886705,2.269465223,2.175061415,2.473365657,2.383305444
3.228143608,2.269270795,2.175099438,2.473758153,2.383819181
3.228400359,2.268912282,2.175062475,2.474130903,2.384342402
3.228656958,2.268499,2.175035386,2.474508571,2.38486361
3.228913406,2.268127037,2.175032154,2.474888899,2.385374443
3.229169703,2.267699746,2.175080191,2.475285255,2.385874457
3.229425848,2.267393339,2.175175011,2.475683608,2.386352119
3.229681842,2.26702819,2.175155062,2.476057993,2.386862085
3.229937686,2.266467057,2.174989524,2.476416735,2.387425295
3.230193379,2.265974082,2.174819493,2.476764212,2.387974449
3.230448921,2.26552915,2.174678961,2.477112823,2.388510521
3.230704314,2.26502573,2.174520449,2.477466846,2.389059378
3.230959556,2.264692388,2.174475281,2.477837822,2.389576459
3.231214648,2.264416569,2.174442258,2.47818583,2.390053232
3.23146959,2.26437764,2.174474983,2.478509995,2.390464975
3.231724383,2.264560203,2.174711097,2.478874763,2.390826126
3.231979027,2.264418166,2.174656995,2.479185779,2.391258657
3.232233521,2.263606048,2.174201907,2.479362777,2.391688523
3.232487866,2.262774024,2.173580124,2.479529226,2.392177432
3.232742063,2.261934116,2.173049083,2.479815942,2.39269107
